parameters,entry_hour_utc,trades,profit_factor,net_pnl,max_drawdown,average_monthly_pnl,worst_monthly_pnl,positive_months,total_months
impulse_continuation:bars=3:atr=0.75:rr=2.0,11,78,1.1077125194148378,48.68620264204105,81.34460520426342,1.0583957096095882,-45.141376576752464,21,46
impulse_continuation:bars=12:atr=0.5:rr=2.5,11,16,1.1730528296879714,15.375483093503135,34.30311200919914,1.0250322062335424,-34.30311200919914,6,15
impulse_continuation:bars=3:atr=0.75:rr=2.5,6,151,1.0705641354934397,63.35742758283277,111.43831890391812,1.0218939932714963,-63.92666756874132,31,62
impulse_continuation:bars=6:atr=0.5:rr=3.0,11,28,1.1430223548485101,25.630482501487904,92.06541219117571,0.9857877885187656,-70.72907917121029,14,26
impulse_continuation:bars=6:atr=0.5:rr=2.5,11,28,1.1438562669341181,24.980556123068254,92.06541219117571,0.9607906201180098,-70.72907917121029,15,26
impulse_continuation:bars=3:atr=0.75:rr=2.0,13,225,1.0531699116581963,59.48635982779251,162.12872651592625,0.8498051403970359,-41.910030139034006,28,70
impulse_continuation:bars=6:atr=0.75:rr=2.0,11,69,1.0859508388593486,37.6999467417063,161.52170524745907,0.802126526419283,-75.38973882368828,24,47
impulse_continuation:bars=12:atr=0.75:rr=3.0,9,134,1.0603861796941363,45.90703120096077,114.3925564078645,0.7780852745925555,-73.49230999127303,25,59
impulse_continuation:bars=12:atr=0.75:rr=2.0,14,26,1.1058054639990853,17.780023073146367,53.40586210184074,0.7730444814411463,-49.553668392321924,12,23
impulse_continuation:bars=12:atr=0.75:rr=3.0,14,26,1.1033714174057343,17.37099500450836,65.8521991551329,0.7552606523699287,-49.553668392321924,11,23
impulse_continuation:bars=6:atr=0.5:rr=2.0,5,383,1.019176973476305,52.18026571687278,426.90101613137085,0.7147981605051066,-382.1106404438369,29,73
impulse_continuation:bars=12:atr=0.5:rr=3.0,11,16,1.112213577064559,9.970007194499885,34.30311200919914,0.6646671462999924,-34.30311200919914,6,15
impulse_continuation:bars=6:atr=0.35:rr=2.0,9,25,1.0960884632607932,13.776467038644796,55.016662422893205,0.6560222399354665,-34.10738509928069,9,21
impulse_continuation:bars=6:atr=0.75:rr=2.0,17,2,27.040000000149337,1.302000000000362,0.04999999999972715,0.651000000000181,-0.04999999999972715,1,2
impulse_continuation:bars=6:atr=0.75:rr=2.5,17,2,27.040000000149337,1.302000000000362,0.04999999999972715,0.651000000000181,-0.04999999999972715,1,2
impulse_continuation:bars=6:atr=0.75:rr=3.0,17,2,27.040000000149337,1.302000000000362,0.04999999999972715,0.651000000000181,-0.04999999999972715,1,2
impulse_continuation:bars=3:atr=0.5:rr=2.0,10,67,1.0864350663127706,28.09933309167195,98.40620652671078,0.6244296242593766,-16.899646961605868,18,45
impulse_continuation:bars=3:atr=0.35:rr=2.0,6,500,1.0164653107493997,44.54174319019398,326.483227121601,0.6101608656190957,-140.77893771952222,34,73
impulse_continuation:bars=6:atr=0.75:rr=2.5,13,131,1.0530895126925417,39.312424870503946,120.95335760319858,0.5956428010682416,-99.49423307525922,32,66
impulse_continuation:bars=3:atr=0.75:rr=2.0,6,151,1.0418871349735777,36.75764807356745,129.302941614068,0.5928652915091525,-65.37627404532668,30,62
impulse_continuation:bars=6:atr=0.75:rr=2.0,13,131,1.0526666495463461,38.99929757243308,120.95335760319858,0.5908984480671678,-99.49423307525922,33,66
impulse_continuation:bars=3:atr=0.5:rr=2.5,8,180,1.0407525450131974,41.364453811123894,142.06566548146975,0.5745063029322763,-54.7879534066833,33,72
impulse_continuation:bars=3:atr=0.75:rr=2.0,12,192,1.042715842433846,33.23404712098727,181.20972635374005,0.5275245574759884,-46.338460648539694,29,63
impulse_continuation:bars=12:atr=0.75:rr=3.0,11,48,1.0557068078205698,17.01792928059399,116.97035086546293,0.45994403461064837,-34.30311200919914,13,37
impulse_continuation:bars=12:atr=0.5:rr=2.0,10,28,1.0515544576605638,10.48431598352522,64.3910985597513,0.4193726393410088,-64.3910985597513,10,25
impulse_continuation:bars=12:atr=0.75:rr=2.5,9,134,1.0296022896495027,22.50437503155308,114.3925564078645,0.3814300852805607,-73.49230999127303,24,59
impulse_continuation:bars=3:atr=0.5:rr=2.0,6,401,1.0127311124841247,26.951925271937398,200.58685315518233,0.36920445577996436,-89.34694609818325,32,73
impulse_continuation:bars=3:atr=0.75:rr=2.0,8,153,1.0226630141010407,19.579521268247163,365.03672170682694,0.3435003731271432,-63.18640845735217,20,57
impulse_continuation:bars=3:atr=0.75:rr=2.5,5,102,1.0207972118232431,15.99126294385178,256.0852545914058,0.31355417536964275,-203.71020141754252,22,51
impulse_continuation:bars=6:atr=0.75:rr=2.5,7,258,1.0139625305973348,19.068529644807768,226.67427532211514,0.27635550209866333,-78.67216577139425,29,69
impulse_continuation:bars=6:atr=0.75:rr=3.0,7,258,1.0066867180199743,9.269368145724684,229.2827422631758,0.1343386687786186,-78.67216577139425,33,69
impulse_continuation:bars=12:atr=0.75:rr=2.0,11,48,1.0149783224102857,4.575742920707398,116.97035086546293,0.12366872758668644,-34.30311200919914,14,37
impulse_continuation:bars=6:atr=0.5:rr=2.5,8,196,1.0048451650873205,5.706690777094991,239.41224881745052,0.08779524272453833,-56.501722918978885,23,65
impulse_continuation:bars=6:atr=0.75:rr=3.0,12,110,0.9989925348202422,-0.530625060033799,208.18063195191257,-0.009148707931617223,-38.18636420921439,23,58
impulse_continuation:bars=12:atr=0.75:rr=2.5,11,48,0.9946150059283702,-1.6450673063620798,116.97035086546293,-0.04446127855032648,-34.30311200919914,13,37
impulse_continuation:bars=12:atr=0.5:rr=2.5,10,28,0.9911408784434256,-1.8016255809948234,64.3910985597513,-0.07206502323979294,-64.3910985597513,9,25
